通号中心喜迎2015届新员工,2015-07-29 18:33:00 来自 微博 weibo.com
受电弓清洁，多管齐下保安全。,2015-07-29 18:09:00 来自 微博 weibo.com
昨日，深大站车控室门前发现一名走失男孩，在车站工作人员的帮助下，该男孩最终与家人团聚。,2015-07-29 18:03:00 来自 微博 weibo.com
站务一部“礼仪培训，客服提升，我们在行动”系列之海上世界站。,2015-07-29 18:01:00 来自 微博 weibo.com
洪浪北组合式空调箱电机更换,2015-07-29 18:01:00 来自 微博 weibo.com
更换冷却塔线管支架; 消除安全隐患，利用围墙和冷却塔基座作为支撑点，将新支架离地安装。,2015-07-29 17:59:00 来自 微博 weibo.com
近日，气象台发布了黄色暴雨预警。为确保汛期地铁的运行安全，深圳地铁各车站已做好汛期应对预案，备好沙袋、防淹挡板等防汛物资，做好充分准备迎接汛期的到来。,2015-07-28 17:12:00 来自 微博 weibo.com
站务一部“礼仪培训，客服提升，我们在行动”系列之宝华站，通过采取“骨干外派”-“系统指导”-“互纠互查”-“最终考核”一套系统的培训考核体系进行优质服务实力提升。,2015-07-28 17:06:00 来自 微博 weibo.com
罗宝线岗厦站，地处中心地段，周边办公写字楼林立，社保局也座落在附近，建筑面积较小却承担着堪比罗湖、会展中心等大站的客流量。岗厦站全体员工在自己的岗位上向乘客传递着热情与关心，传递着无私与奉献，传递着地铁文化的精神：用心服务，贴心一路。,2015-07-28 17:02:00 来自 微博 weibo.com
①不要倚靠扶梯侧面；②留意衣物或手拎物品，谨防被挂住；③不要将孩子放入推车、购物车中乘梯；③扶梯停止运行期间，不要当楼梯使用；④一旦遇险，可按下电梯两端的紧急停止按钮……手扶电梯“吃人”惨剧频发，安全乘坐守则，每个人都必须了解！转自人民日报,2015-07-28 16:52:00 来自 微博 weibo.com
客运三分公司乘务三部主办的电客车司机“岗位互保、责任互保”劳动安全业务知识竞赛活动顺利举行;本次知识竞赛将进一步激发乘务队伍比、学、赶、帮、超的热情，调动司乘队伍学技能，爱岗位，创先进的积极性，达到提升司机劳动技能及安全责任意识的作用。,2015-07-27 22:24:00 来自 微博 weibo.com
落实“三查一提升” ;降低设备故障率.,2015-07-27 22:11:00 来自 微博 weibo.com
新的一周，降水较上周明显减弱，但局地还会有些短时阵雨，不下雨气温也攀升的挺快。,2015-07-27 10:50:00 来自 iPhone 6 Plus
【穿凉鞋、洞洞鞋，乘坐自动扶梯小心别被卡】气温越来越高，提醒穿凉鞋、洞洞鞋的乘客在搭乘自动扶梯时注意脚下安全哦。尤其注意鞋子不要卡在缝隙中，由于洞洞鞋胶质比较软，受力后变形，很容易被电梯卷进缝隙里。此外，也不应让穿洞洞鞋的孩子单独乘坐自动扶梯。,2015-07-27 10:42:00 来自 iPhone 6 Plus
【寻物启事】如有捡到的亲，请联系车站工作人员。,2015-07-24 15:57:00 来自 搜狗高速浏览器
【运营动态】深圳地铁1号线（罗宝线）自7月27日开始实施新的列车运营图，早晚高峰运营用车由44列变为48列，行车间隔由3分钟压缩至2分45秒，为深圳地铁首次在全早晚高峰时段将行车间隔提速至3分钟以下，高峰小时运能提升9%，全日运能提升5.5%，将有效缓解高峰运能不足的压力。,2015-07-24 15:23:00 来自 搜狗高速浏览器
【漫地铁】避免年龄较小小孩过闸机时被夹伤，请家长把孩子抱起来过闸机。,2015-07-24 14:50:00 来自 搜狗高速浏览器
【运营动态】深圳地铁3号线（龙岗线）将在7月25日开始实行新的周六列车运行图。同时根据3号线晚高峰之后客流情况，优化行车组织方案，充分利用回厂列车载客，将益田至塘坑方向20:00～23:00原行车间隔平均8.5分压缩至平均5.8分，使该客流密集区段在晚高峰之后运能提升约47%。同时在周日也执行此运行图。,2015-07-24 14:11:00 来自 搜狗高速浏览器
【运营动态】深圳地铁3号线（龙岗线）将在7月25日开始实行新的周六列车运行图。为满足周六通勤上班客流的需求，首次在周六采取早高峰实施长短交路措施，即双龙～益田实施长交路，塘坑～华新实施小交路，行车间隔为4/8分钟，客流密集区段早高峰小时运能提升了25%。同时在周日也执行此列车运行图。,2015-07-24 10:55:00 来自 搜狗高速浏览器
【安全出行】电梯遇险，应该学会的几个救命绝招！,2015-07-23 09:28:00 来自 百度浏览器
【寻找地铁“三好”：好行为、好市民、好深圳】从现在开始，深圳地铁正式启动“地铁三好在行动”文明出行活动。这里有精彩好玩的游戏等你来体验，更有地铁纪念票和精美礼品等你来拿！还等什么，赶紧扫描二维码来报名吧！【活动时间：7月30日9：30~11：30；活动地点：２号线世界之窗站】详情请戳图！,2015-07-23 09:07:00 来自 360安全浏览器
【漫地铁】请善待地铁单程票君。,2015-07-22 17:52:00 来自 iPhone客户端
【新线动态】9号线首台设备到达侨城东车辆段，双梁起重机。,2015-07-22 16:54:00 来自 搜狗高速浏览器
【运营动态，深圳地铁第一批列车开始大修】列车大修需要从内到外进行全面的翻新、更换；地铁列车进入大修库后，部件被一一拆解下来，包括空调、受电弓、转向架、车钩、车门窗等，有条理地进行分解、清洁、检查。并对整车关键、动作频率及寿命即将到限的部件进行更换，再对列车进行组装喷漆，调试上线。,2015-07-21 16:08:00 来自 iPhone客户端
【运营动态，深圳地铁第一批列车开始大修】地铁大修不同于常规维修，需严格的对每一个零部件都进行检修。需要对车门、电子电器、转向架等部件一个个拆下来。各部件被送到各个小专业组进行更为细致的拆分：螺丝、螺帽、弹簧、垫圈、轴承……拆到不能再拆，偌大一节车厢最终变成了一堆堆分门别类的零件。,2015-07-21 15:23:00 来自 iPhone客户端
【运营动态，深圳地铁第一批列车开始大修】深圳地铁第一批地铁列车已服役10年，列车的行驶里程都已累积到100万公里以上；因此，需对列车进行一次大修，大修的目的在于延长列车使用寿命、提高列车运行能力。,2015-07-21 14:51:00 来自 搜狗高速浏览器
【新线动态】地铁7号线铺轨完成三分之一，预计今年10月底轨通，明年底通车。图为上沙站正在铺轨。,2015-07-21 10:05:00 来自 百度浏览器
【地铁安全】小编肯请大家帮忙报警或转发扩散，同时就近通知车站工作人员跟进处理！【观点：当你遭遇乞讨请收起怜悯】让你心疼的孩子正是乞讨者拿捏乘客同情心的工具。请拒绝施舍，选择报警！打破这个价值链条，才能真正挽救孩子的童年！  ,2015-07-20 22:01:00 来自 iPhone客户端
天气变化，注意身体，在乘坐地铁过程中，如需要帮助请记得联系车站工作人员。,2015-07-20 22:00:00 来自 iPhone客户端
【地铁安全：家长带孩子乘自动扶梯注意啦！】下图有3个危险之处：①家长没有紧握扶手，如遇电梯紧停自己都站不稳，更无法保护孩子;②孩子的手搭在扶梯钢板上，易造成反作用力摔倒;③孩子的右脚穿凉鞋在玩防夹毛刷，存在安全隐患。搭自动扶梯时，家长紧握扶手并把孩子放在身前最安全。,2015-07-20 17:59:00 来自 微博 weibo.com
【地铁文明：公共场所大尺度亲热真的好吗?】近日有网友曝光一组图片：一对男女互相依偎在国内某城市地铁车厢座椅上，完全无视车厢内其他乘客，大尺度亲热拥吻。【评】公共场合演出“激情戏”;孩子问起应该咋回答？ ,2015-07-20 17:57:00 来自 微博 weibo.com
【温馨提示:阴雨天出行】下雨啦！ 雨天路面湿滑;地铁站已铺设防滑垫;摆放提示牌；出入地铁站时;上下楼梯时请扶好扶手;当心脚下安全；同时;也请乘客们不要在地铁站的出入口避雨;以免堵住出入口通道;感谢您的配合。 ,2015-07-20 17:51:00 来自 微博 weibo.com
【《麦场》花絮】小编表示，话剧《麦场》演出所有演员都是来自深圳地铁的一线员工哦！ 大家平时在的兢兢业业工作在各自岗位，他们有的是列车司机，有的是车站工作人员，还有的是来自幕后的设备检修人员。仔细瞧瞧，你认出他们来了吗？,2015-07-17 16:45:00 来自 iPhone 6 Plus
【《麦场》直播】深圳地铁“馨星话剧社”在表现手法上做了大胆创新，引入了电影中平行交叉蒙太奇的艺术手法，把在同一时间、不同空间中发生的事平行地展现在话剧舞台上哦！【评】我们的表演虽然不是最专业的，但我们热爱祖国的心无比真挚！ ,2015-07-17 16:39:00 来自 iPhone 6 Plus
今年，适逢中国人民抗日战争胜利暨世界反法西斯战争胜利70周年。为弘扬爱国主义精神，缅怀为世界反法西斯战争的胜利做出了巨大牺牲的中国人民，深圳地铁“馨星话剧社”特别根据著名女作家萧红的小说《生死场》改编的三幕话剧《麦场》作为汇报演出，希望用自己的方式演绎这部上世纪末最经典的国产话剧。,2015-07-17 16:33:00 来自 iPhone 6 Plus
【地铁安全：细腿妹纸看过来】如图，细腿妹纸请尤其注意，地铁列车与站台之间的空隙，掉物还卡腿…… 【手机依赖症症状】走路玩手机；上厕所刷手机；洗澡手机带进浴室；醒来第一件事看手机；睡前最后一件事放手机；找不到手机心烦意乱；手机没电很紧张；手机没信号很抓狂……你中了几条？ ,2015-07-16 16:41:00 来自 360安全浏览器
【大家谈 】连日高温催生地铁“纳凉族”，在此，小编呼吁各位“纳凉”的市民听从车站管理，不要坐卧在消防、防汛设施上，同时勿在站厅追逐嬉戏，勿拥堵在出入口通道内，以免影响其他乘客的正常进出。【大家谈】宽容对待“纳凉族”，但前提是遭遇突发情况时确保所有人能够快速安全的撤离！ ,2015-07-16 15:06:00 来自 微博搜索
亲，现在反映空调问题有说热的有说冷的，其中高峰期普遍反映过热，平峰期偏冷，导致空调哥哥好纠结的说：“我的温度是按照国家规定开的哦，不同时段每个人对温度的感觉不一样哦！“【提醒】对冷空气敏感的童鞋可避开空调风口的直接吹拂，怕热的童鞋可尽量站在车厢中部靠近空调的地方。 ,2015-07-16 14:37:00 来自 360安全浏览器
【地铁文明：请别给我“撕名牌” 】目前，有乘客发现2号线2243节列车17号门上的安全提示标贴“请勿依靠 小心夹手”被人撕下贴到座位上方。对此，小编呼吁，公共物品还请大家共同爱惜，请不要再给列车“撕名牌”。 ,2015-07-16 14:32:00 来自 360安全浏览器
【出行提示：遭遇内急可向工作人员求助】 目前，我市5条地铁线路已设置地铁便民厕所100多间，仅有部分车站由于地理条件局限或其他原因无法设置站内洗手间。同时，为节能减排，地铁内空调均按国家有关规定设置，请谅解。【温馨提示】遭遇内急又没有找到厕所的乘客，可第一时间联系车站工作人员求助哦。,2015-07-16 14:20:00 来自 360安全浏览器
【地铁乞讨：拿什么拯救你，乞讨儿童？！】最近不少乘客反映车厢乞讨有所增加，其中不少都是老面孔。小编发现，儿童乞讨现象较多，背后几乎都是狠心的亲爹娘。究竟拿什么才能拯救你们原本应该天真烂漫的童年？！【评】孩子就是未来。没有随意施舍就没有乞讨赚钱，希望大家坚决报警！宁给馒头不给钱！,2015-07-16 14:12:00 来自 360安全浏览器
【车厢内，勿躺卧】亲们，这不是“卧铺”好么？其实，车厢内不少看似随意的举动，比如图中坐在地上，将脚放在椅子上以及躺卧，都会给其他乘客带来烦恼。【提醒】公共场所有别于私人环境，切勿忽视文明细节，不要让自己的无心之举给他人带来不便！[呵呵],2015-07-16 14:07:00 来自 360安全浏览器
【地铁安全】小编肯请大家帮忙报警或转发扩散，同时就近通知车站工作人员跟进处理！【观点：当你遭遇乞讨请收起怜悯】让你心疼的孩子正是乞讨者拿捏乘客同情心的工具。请拒绝施舍，选择报警！打破这个价值链条，才能真正挽救孩子的童年！  ,2015-07-16 13:59:00 来自 360安全浏览器
【空调温度过冷（热）可拨打服务热线反映】近日，有部分乘客反映车厢温度过冷（热），小编在此反馈一下，如果乘客普遍感觉列车温度太冷（太热），或遭遇空调故障，可拨打88960600，提供车站名称、列车车厢编号等具体信息，以便我们及时查找调整。 ,2015-07-15 10:27:00 来自 微博 weibo.com
【地铁安全：“熊孩子”出没请注意！】看图者请自行脑补……   首先庆幸工作人员及时按停扶梯，孩子没有受伤。乘坐扶梯时玩耍，这真是太！太！太危险了！家长一不留神，熊孩子就会酿成大祸，届时后悔晚矣！【小编提醒】为了家庭幸福，也为了公共安全，请加强对孩子的安全教育引导！ ,2015-07-15 10:17:00 来自 微博 weibo.com
【运营信息：5号线7月18日起再压周末行车间隔 】本周六(7月18日) 开始，深圳地铁5号线将启用新的周末列车运行图，高峰期最小行车间隔压缩至5.5分钟，部分站点早班车发车时间大幅提前。以后童鞋们周末出行将更加方便啦！ 详情请戳大图↓↓,2015-07-15 10:06:00 来自 专业版微博
【地铁晚高峰：乘地铁时可将背包朝前背】爱双肩背的童鞋注意喽，在乘地铁时最好将背包朝前背！这样即可以给后面的人留有更多的空间，同时又可以很好的防盗，一举两得喔！ ,2015-07-14 17:45:00 来自 360安全浏览器
【为环卫工作者转发~】从今天起①杂物不乱扔，直接投入垃圾筒；②嚼过的口香糖，纸巾包起再丢；③拒绝车窗抛物；④开车遇到他们，减速慢行；⑤街边店铺可能的话请允许他们纳凉避暑~乘坐地铁时也要记得维护车厢的环境卫生哦~ ,2015-07-14 15:47:00 来自 360安全浏览器
【地铁优惠】带小盆友坐地铁的家长注意啦！身高1.2米以下的儿童可免！费！乘坐地铁；1.2米-1.5米的儿童乘坐地铁享受5！折！优惠；6周岁以下儿童凭深圳通公司核发的《深圳市儿童乘车卡》免！费！乘坐地铁；6-14周岁儿童凭深圳通公司核发的《深圳市儿童乘车卡》乘坐地铁享受5！折！优惠哦！ ,2015-07-14 15:44:00 来自 专业版微博
【拒地铁绝乞讨 宁给馒头不给钱】其实很多乞讨人员并非丧失劳动能力生活困难，而是利用人们的同情心将乞讨作为发财致富的职业来从事。作为地铁运营方，将配合执法部门长期、严厉打击车厢内的乞讨行为，同时也呼吁乘客们拒绝地铁乞讨，宁给馒头不给钱，切勿纵容！ ,2015-07-14 15:14:00 来自 微博搜索
【地铁帮帮忙】乘客 @-Durexxx昨天 （7月13日）下午7点左右，在1号线往机场东方向的列车上遗忘一个izzue的购物袋，内有衣物、泡面等物品。如有童鞋拾到请与小编联系，失主焦急万分，在！线！等！ （图片来自网络） @-Durexxx ,2015-07-14 15:01:00 来自 360安全浏览器
【美好深圳蓝：以后有机会乘玻璃船赏大鹏海底美景！ 】大鹏半岛国家级海洋公园建设启动，第一期将从打造较场尾海滨公园开始，后期将囊括整个大鹏半岛，包括葵涌、大鹏和南澳。届时，或将借鉴徐闻模式，以玻璃舱底的游船带着游客们欣赏大鹏半岛海底的美丽景色。小伙伴们期待吗？  @大鹏发布 ,2015-07-14 14:43:00 来自 360安全浏览器
【地铁安全：穿裙子坐地铁的妹纸请留意】夏天，很多妹纸都穿上了漂亮的长裙。小编在这里做个温馨提示：乘坐自动扶梯及上车后站在车门口位置时，稍微收拢一下裙摆，避免裙摆被勾或被夹，造成尴尬或意外哦~ via上海地铁,2015-07-14 11:55:00 来自 微博 weibo.com
【温馨提示：小孩尿急咋办？】出门在外，孩子随时随地想尿尿、便便总难免，若正在坐地铁咋办？做家长的带好几样法宝：第一，尿不湿，不二神器；第二，塑料袋、饮料瓶。还不行的话，第三，下车去车站厕所；第四，垃圾桶也是可以的哦！ 遇到问题也可向工作人员求助，我们就在您身边。 ,2015-07-14 11:31:00 来自 微博搜索
【暑假到，家有熊孩纸滴看过来！】孩子安全意识薄弱，且好动，如在车门边玩耍或手扶车门，容易被门顺势卷进门框，造成夹手。此时乘客可通过紧急通话器联系司机，司机会视情况将车门开关改为手动，避免列车进站后车门自动弹开，导致手夹得更紧。 【提醒】手勿扶门，当！心！被！夹！via广州地铁,2015-07-13 14:55:00 来自 微博 weibo.com
【新线速递：深圳地铁11号线实现轨通 】7月9日11时50分，随着最后一节轨排铺设和道床浇注完成，深圳地铁11号线顺利实现了轨通。【涨知识】作为“机场快线”的11号线是深圳首条建设运营时速达120km/h的城市轨道交通快线，也是国内一次建成线路最长、时速最快的城市轨道交通项目。 ,2015-07-13 14:42:00 来自 微博 weibo.com
人生已经如此的艰难，有些事情就不要拆穿……  ,2015-07-13 11:25:00 来自 360安全浏览器
【三伏天开始，深圳进入烧烤模式 】如果从今起发现你身边的人精神不佳，倦怠，四肢无力，反应迟钝……等等症状，请不要介意，因为只是到了三伏天了~这个时候，记得给TA一些清凉，一点空间，让TA不再辣么热……  ,2015-07-13 11:23:00 来自 360安全浏览器
【温馨提示：如身体不适请联系我们 】上周四中午，一名女乘客在1号线大新站突发身体不适，剧烈疼痛且无人陪伴。工作人员发现后立即拨打120并对乘客进行初步救助及进行安抚。【提醒】小编在此提示广大乘客，夏季天气炎热，如果您在乘坐地铁时感到身体不适请与我们联系，我们会尽力帮助您！,2015-07-13 11:13:00 来自 专业版微博
【新线速递：机场北的天空】继“颜值最高”的11号线首列车刷爆朋友圈后，小编偷偷告诉大家，列车颜值高，停车场绝壁差不了！ 通风天窗和采光玻璃顶设计，最大限度利用光能、风能，环保节能，守护美好的“深圳蓝”！不远处，宝安机场起降的飞机不时呼啸而过，展示着深圳这座年轻城市的勃勃生机… ,2015-07-13 11:03:00 来自 专业版微博
2004年12月28日，深圳地铁1号线一期工程开通，2009年5月8日，1号线一期工程首列地铁列车进行架修。十载春夏秋冬，深圳地铁迎来了地铁车辆维修史上的又一个里程碑--列车大修，将按照新造车的标准恢复列车的主要技术性能指标，将为市民的出行提供更加安全、可靠、舒适的贴心服务。,2015-07-10 18:10:00 来自 微博 weibo.com
深圳市地铁运营管理办公室将于7月13曰下午16点在会展中心站站厅举行《地铁安保安检服务质量提升百日行动启动仪式》活动，以&quot;提升服务，马上行动&quot;为主题，分为现场动员、代表发言、贴服务标志、集体宣誓、节目表演等环节，旨在借此推动安保、安检工作再上新台阶，有兴趣的乘客朋友们可前往现场关注。,2015-07-10 16:40:00 来自 iPhone 6 Plus
【好人好事】 石厦站救助晕倒乘客，保障乘客安全，救助乘客生命。,2015-07-09 18:14:00 来自 微博 weibo.com
【好人好事】草埔车站及时解救被夹幼儿。温馨提醒：请各位乘客照看好自己的小孩，避免意外发生。,2015-07-09 18:10:00 来自 微博 weibo.com
2015年运营总部换轨工作开始，为消除安全隐患、确保运营安全、保障乘客出行提供有力保障。,2015-07-09 18:02:00 来自 微博 weibo.com
深圳市2015年“福彩杯”优秀QCC成果选拔赛中，运营总部选送的3个QC小组在多家知名实力企业选送的128个项目中脱颖而出，取得了优异的成绩。其中，车辆中心《缩短地铁车辆架修停时》获银质奖；客运三分公司《降低0.4KV低压控制电源的故障率》和维修中心《弓网故障的防范措施及抢修方案》获优胜奖。,2015-07-09 17:57:00 来自 微博 weibo.com
【运营动态】深圳地铁5号线（环中线）新增购列车536车已正式上线运营啦。,2015-07-08 09:52:00 来自 搜狗高速浏览器
【微笑服务】提升客服质量，比拼微笑服务（二）。,2015-07-07 16:24:00 来自 专业版微博
【微笑服务】提升客服质量，比拼微笑服务（一）。,2015-07-07 16:23:00 来自 搜狗高速浏览器
贴士5:及时到车站出入口等待。 若一行多人，可以先让一人尽快到出入口等待，防止孩子被别人带走，其他人可以通过其他方式快速寻找。 暑期到，请家长出行多谨慎，看好您的宝贝哦！ ,2015-07-07 10:00:00 来自 iPhone 6 Plus
贴士4:教孩子一些自救常识。 家长在平时要教会孩子一些自救常识。比如，不要随意远离父母、不要听信别人的花言巧语、走失后要及时找车站工作人员求助、记住父母的手机号和姓名等。,2015-07-07 09:58:00 来自 iPhone 6 Plus
贴士3:原地等待、不要盲目走动。 孩子走失后，家长千万不要随意走动，若是两个人一起，其中一人可以去找，另一人可以不要远离孩子走失的位置，防止孩子回来找不到您。,2015-07-07 09:55:00 来自 iPhone 6 Plus
贴士2:注意车站是否有广播。 孩子走失后，若找不到父母，可能也会联系车站工作人员，或者工作人员看到孩子后也会主动询问，一般都会通过广播等形式寻找孩子的家长或亲人。,2015-07-07 09:54:00 来自 iPhone 6 Plus
贴士1：及时联系地铁站工作人员。孩子走失后，等待稍许片刻未能找到孩子后，应当第一时间联系车站工作人员，请车站工作人员帮忙寻找。,2015-07-07 09:53:00 来自 iPhone 6 Plus
【地铁小贴士】小孩在地铁站走丢怎么办？  如今，地铁已成为城市居民日常出行的重要的交通方式。父母带着孩子一起出行，乘坐地铁时遇到孩子走失，怎么办？小编来告诉您五个小贴士。,2015-07-07 09:50:00 来自 iPhone 6 Plus
【海外项目】埃塞轻轨项目当地学员赴深培训选拔考试顺利举行。考试分5个考场进行，共244人参加考试，涵盖了AALRT12个管理分部，25个专业岗位。将按各分部人员成绩排名选拔优秀埃方学员赴深来司参加培训。,2015-07-06 15:08:00 来自 微博 weibo.com
深圳市地铁集团有限公司运营总部官方微信“深圳地铁”，和小伙伴们互动的连接纽带，快来扫一扫吧！有什么问题可以我们微信公众号联系哦！,2015-07-06 14:16:00 来自 iPhone 6 Plus
深圳地铁每个车站都有垂直电梯与扶梯，每位乘客乘地铁时常要使用到它们，请您花点时间来了解它们。安全第一哦！,2015-07-06 12:04:00 来自 iPhone 6 Plus
【深圳地铁11号线首列车下线】拥有机场专有车厢的地铁来啦！深圳地铁11号线列车采用超大的8节编组A型车，6节编组为普通车厢，2节为机场专用车厢。时速可达120公里，开通后福田到机场只要29分钟。11号线首列车将于9月底前运至深圳调试，敬请期待！,2015-07-06 11:06:00 来自 iPhone 6 Plus
【新线动态】10号线前期工程招标工作全部完成，深圳地铁10号线是轨道交通三期建设修编线路之一，线路起自福田区福田口岸站，终至龙岗区平湖中心站，途经深圳市福田、龙华新区、龙岗3区，线路全长29.52km，共设站24个，全部为地下站。,2015-07-03 11:01:00 来自 搜狗高速浏览器
【地铁小喇叭】深圳图书馆暑期延长少儿区服务时间，暑期将至， @深圳图书馆  深图少儿服务区将于7月18日至8月30日调整开放时间，在周二至周五每日延长开放2小时，调整后的开放时间为周二至周日的10：00—18：00。地铁少年宫站是离图书馆最近的地铁站（地图来自百度地图）。,2015-07-03 10:03:00 来自 百度浏览器
【微笑服务】苦练服务技能，提升服务质量。,2015-07-02 14:36:00 来自 搜狗高速浏览器
【地铁正能量】近日洪浪北站工作人员在巡视车站时，发现了两位未有家长陪伴的儿童，便带回车控室并报警，经过紧张寻找最后找到了孩子的家长，在蜀黍的确认下，把孩子安全交给家长。暑假来临，家有熊孩子的家长注意啦，千万看好啦，幸好这次遇到的是车站的哥哥姐姐。,2015-07-02 14:21:00 来自 搜狗高速浏览器
【运营动态】深圳地铁运营总部正式进驻11号线松岗车辆段，运营进驻新线，这意味着距离我们的11号线开通的时间不远啦。,2015-07-01 17:54:00 来自 搜狗高速浏览器
【员工风采】在工作中一丝不苟，提高安全意识，保证乘客出行安全。各客运分公司开展安全生产月工作。,2015-07-01 16:16:00 来自 专业版微博
【新线动态】深圳地铁6号线前期交通疏解工程正式启动。,2015-07-01 14:21:00 来自 iPhone客户端
【地铁小喇叭】福田好公民来深圳地铁竹子林车辆段参观，完美结篇，来个大合影。,2015-06-30 19:23:00 来自 iPhone 6 Plus
【地铁小喇叭】福田好公民来深圳地铁竹子林车辆段参观，第四站：模拟驾驶舱，过把司机瘾??,2015-06-30 19:22:00 来自 iPhone 6 Plus
【新线动态】11号线正在进行高架段接触网设备安装工作。,2015-06-30 14:29:00 来自 搜狗高速浏览器
【地铁小喇叭】福田好公民来深圳地铁竹子林车辆段参观，第三站：荣誉墙，感受为地铁奉献十年员工的心路历程。,2015-06-30 11:10:00 来自 iPhone 6 Plus
【地铁小喇叭】福田好公民来深圳地铁竹子林车辆段参观，第二站：OCC控制楼，这可是一个受控的神秘地带哦！,2015-06-30 10:58:00 来自 iPhone 6 Plus
【地铁小喇叭】福田好公民来深圳地铁竹子林车辆段参观，第一站：运用库，跟车辆亲密接触。,2015-06-30 10:03:00 来自 iPhone 6 Plus
地铁义工，爱心随行。,2015-06-29 11:19:00 来自 搜狗高速浏览器
【脉冲乐队】演出预告：深圳地铁脉冲乐队将于6月27日16:30-18:00于中心书城西广场参加2015 年“迎风飘扬的党旗”青春音乐汇活动首场演出暨启动仪式。脉冲的粉丝们快快来观看脉冲的演出吧！6月27日16:30-18:00于中心书城西广场不见不散！,2015-06-26 15:59:00 来自 搜狗高速浏览器
【员工风采】从2015年6月24日开始，将对1号线（罗宝线）罗湖至香蜜湖区间上下行线共9段钢轨进行更换。图为正在进行的换轨作业。,2015-06-26 15:07:00 来自 搜狗高速浏览器
【新线动态】11号线松岗车辆段主体结构顺利封顶。,2015-06-26 14:52:00 来自 搜狗高速浏览器
目前只有大型的换乘站有母婴室。,2015-06-26 14:25:00 来自 搜狗高速浏览器
【运营动态】5号线（环中线）将于6月29日启用新的工作日运营图，将进一步优化与2号线（蛇口线）的换乘，方便黄贝岭站同台换乘。我发表了文章   &#xe606; 5号线（环中线）启用新的工作日运营图 ,2015-06-25 16:28:00 来自 搜狗高速浏览器
【运营动态】3号线（龙岗线）将于6月29日开始启用新的工作日运营图，将进一步压缩行车间隔，提升运能。具体见长微博。我发表了文章   &#xe606; 【运营动态】3号线（龙岗线）将于6月29日开始... ,2015-06-25 16:21:00 来自 搜狗高速浏览器
【地铁小喇叭】深圳市地铁集团有限公司运营总部官方微信“深圳地铁”已上线，欢迎各位扫一扫。,2015-06-25 14:40:00 来自 专业版微博
【地铁安全】城市反恐，你我同行。以下内容来自深圳反恐。,2015-06-25 14:10:00 来自 iPhone客户端
【地铁安全】城市反恐，你我同行。以下内容来自深圳反恐。,2015-06-25 12:41:00 来自 iPhone客户端
【地铁安全】深圳市“反恐防范宣传进地铁”宣传周活动正式启动，图片为市公安局与我司在大剧院站携手开展反恐防范宣传活动现场。,2015-06-24 12:56:00 来自 iPhone客户端
【地铁安全】警察蜀黍走进地铁大剧院站宣传反恐知识。,2015-06-24 11:35:00 来自 搜狗高速浏览器
【员工风采】5号线（环中线）接触网五工班对太安至怡景区间上行线的一个高净空吊柱进行移位处理。,2015-06-23 17:42:00 来自 搜狗高速浏览器
【地铁安全】近日，从国家网络安全宣传周上获悉，公安部第一研究所开发的名为“面向未来”的人脸识别系统，已经正式向外界发布。系统在终端采集人脸信息后，与数据库里的逃犯等资料进行比对，从而甄别犯罪嫌疑人。今年6月，该款产品已在广州地铁站进行试点。信息及图片摘自深圳反恐,2015-06-23 17:27:00 来自 iPhone客户端
【运营动态】2015年6月19日，深圳市城市轨道交通协会经过2年多的筹备正式成立，并在地铁大厦召开了第一次会员大会。深圳市城市轨道交通协会的主要发起单位有42家，个人会员66人，包含了轨道交通运营商、设计单位、科研研究院、装备制造商，协会还征集了律师行、媒体单位或个人加入协会。,2015-06-23 16:53:00 来自 搜狗高速浏览器
【地铁安全】出了地铁站发现下雨了，怎么办？1.如果没有雨具，可以找车站借雨伞，车站有红雨伞免费借用，还有地铁自己准备的雨伞交押金借用；2.如果不急着离开，请站在楼扶梯两边，千万别阻塞楼扶梯口。下雨天记得带伞哦，安全出行，需要大家支持。,2015-06-23 09:50:00 来自 搜狗高速浏览器
【应急演练】2015年高峰期防踩踏应急措施及乘客慌乱事件应急处置演练现场图片。上传了7张照片到“微相册”。   O 网页链接 ,2015-06-19 17:05:00 来自 微相册
【安全出行】电扶梯梯级边缘的毛刷可不是擦鞋器！毛刷能够挡住裙板与梯级夹角处的缝隙，避免乘客的鞋带、裤脚、长裙或洞洞鞋等卡进缝隙被夹住。配有安全毛刷装置的电扶梯能有效保障大家的安全。搭乘电扶梯时，请站稳扶好，与梯级边缘保持安全距离哦！,2015-06-19 09:17:00 来自 iPhone客户端
【应急演练六】由于事件发生在站台，对列车运营未产生影响。2015年高峰期防踩踏应急措施及乘客慌乱事件应急处置演练结束。,2015-06-19 01:53:00 来自 iPhone 6 Plus
【应急演练五】经了解由于乘客挤压引发站台2名乘客发生纠纷，其中1名乘客大喊&quot;快跑&quot;，引发周边不明真相乘客恐慌，向四周逃窜，引发踩踏，现场有10名乘客受伤。已通过120急救送到附近医院救治，华侨城医院3名，南山人民医院4名（1名重伤），港大医院3名。,2015-06-19 01:29:00 来自 iPhone 6 Plus
【应急演练四】世界之窗站站台，突然发生乘客奔跑慌乱踩踏导致多人受伤，车站已启动突发事件应急预案，具体情况正在了解跟进。,2015-06-19 01:29:00 来自 iPhone 6 Plus
